Disease;Symptoms;Source
Congenital Limb Deformities;['congenital limb deformities are congenital musculoskeletal disorders which primarily affect the upper and lower limbs. an example is polydactyly.'];http://dbpedia.org/resource/Congenital_limb_deformities
Congenital Malformations Of The Dermatoglyphs;"['congenital malformations of the dermatoglyphs are a cutaneous condition divided into four main categories based on the appearance of the dermal ridges of which they are composed: (1) ridge aplasia; (2) ridge hypoplasia; (3) ridge dissociation; and (4) ridges-off-the-end.']";http://dbpedia.org/resource/Congenital_malformations_of_the_dermatoglyphs
Congenital Melanocytic Nevus;"['the congenital melanocytic nevus is a type of melanocytic nevus (or mole) found in infants at birth. this type of birthmark occurs in an estimated 1% of infants worldwide; it is located in the area of the head and neck 15% of the time.']";http://dbpedia.org/resource/Congenital_melanocytic_nevus
Congenital Muscular Dystrophy;['congenital muscular dystrophies are autosomal recessively-inherited muscle diseases. they are a group of heterogeneous disorders characterized by muscle weakness which is present at birth and the different changes on muscle biopsy that ranges from myopathic to overtly  dystrophic due to the age at which the biopsy takes place.'];http://dbpedia.org/resource/Congenital_muscular_dystrophy
Congenital Myasthenic Syndrome;['congenital myasthenic syndrome (cms) is an inherited neuromuscular disorder caused by defects of several types at the neuromuscular junction. the effects of the disease are similar to lambert-eaton syndrome and myasthenia gravis', 'the difference being that cms is not an autoimmune disorder.'];http://dbpedia.org/resource/Congenital_myasthenic_syndrome
Congenital Myopathy;['congenital myopathy is a very broad term for any muscle disorder present at birth. this defect primarily affects skeletal muscle fibres and causes muscular weakness and/or hypotonia. congenital myopathies account for one of the top neuromuscular disorders in the world today', 'comprising approximately 6 in 100,000 live births every year. as a whole', 'congenital myopathies can be broadly classified as follows:'];http://dbpedia.org/resource/Congenital_myopathy
Congenital Nephrotic Syndrome;['congenital nephrotic syndrome is an inherited disorder characterized by protein in the urine and swelling of the body.'];http://dbpedia.org/resource/Congenital_nephrotic_syndrome
Congenital Pulmonary Airway Malformation;['congenital pulmonary airway malformation (cpam)', 'formerly known as congenital cystic adenomatoid malformation (ccam)', 'is a congenital disorder of the lung similar to bronchopulmonary sequestration. in cpam', 'usually an entire lobe of lung is replaced by a non-working cystic piece of abnormal lung tissue. this abnormal tissue will never function as normal lung tissue. the underlying cause for cpam is unknown. it occurs in approximately 1 in every 30,000 pregnancies.'];http://dbpedia.org/resource/Congenital_pulmonary_airway_malformation
Congenital Rubella Syndrome;['congenital rubella syndrome (crs) can occur in a developing fetus of a pregnant woman who has contracted rubella', 'usually in the first trimester. if infection occurs 028 days before conception', 'the infant has a 43% risk of being affected. if the infection occurs 012 weeks after conception', 'the risk increases to 51%. if the infection occurs 1326 weeks after conception', 'the risk is 23% of the infant being affected by the disease. infants are not generally affected if rubella is contracted during the third trimester', 'or 2640 weeks after conception. problems rarely occur when rubella is contracted by the mother after 20 weeks of gestation and continues to disseminate the virus after birth.'];http://dbpedia.org/resource/Congenital_rubella_syndrome
Congenital Stenosis Of Vena Cava;['congenital stenosis of vena cava is a congenital anomaly in which the superior vena cava or inferior vena cava has an aberrant interruption or coarctation. in some cases', 'it can be asymptomatic.'];http://dbpedia.org/resource/Congenital_stenosis_of_vena_cava
Congenital Stromal Corneal Dystrophy;"['congenital stromal corneal dystrophy (cscd)', 'also called witschel dystrophy', 'is an extremely rare', 'autosomal dominant form of corneal dystrophy. only 4 families have been reported to have the disease by 2009. the main features of the disease are numerous opaque flaky or feathery areas of clouding in the stroma that multiply with age and eventually preclude visibility of the endothelium. strabismus or primary open angle glaucoma was noted in some of the patients. thickness of the cornea stays the same', ""descemet's membrane and endothelium are relatively unaffected"", 'but the fibrills of collagen that constitute stromal lamellae are reduced in diameter and lamellae themselves are packed significantly more tightly.']";http://dbpedia.org/resource/Congenital_stromal_corneal_dystrophy
Congenital Syphilis;['congenital syphilis is syphilis present in utero and at birth', 'and occurs when a child is born to a mother with syphilis. untreated early syphilis infections results in a high risk of poor pregnancy outcomes', 'including saddle nose', 'lower extremity abnormalities', 'miscarriages', 'premature births', 'stillbirths', 'or death in neonates. some infants with congenital syphilis have symptoms at birth', 'but many develop symptoms later. babies exposed', 'in utero', 'can have deformities', 'delays in development', 'or seizures along with many other problems such as rash', 'fever', 'hepatosplenomegaly', 'anemia', 'and jaundice. newborns will typically not develop a primary syphilitic chancre', 'but may present with signs of secondary syphilis (i.e. generalized body rash). often these babies will develop syphilitic rhinitis ('];http://dbpedia.org/resource/Congenital_syphilis
Congestive Hepatopathy;"['congestive hepatopathy', 'also known as nutmeg liver and chronic passive congestion of the liver', 'is liver dysfunction due to venous congestion', 'usually due to congestive heart failure. the gross pathological appearance of a liver affected by chronic passive congestion is ""speckled"" like a grated nutmeg kernel; the dark spots represent the dilated and congested hepatic venules and small hepatic veins. the paler areas are unaffected surrounding liver tissue. when severe and longstanding', 'hepatic congestion can lead to fibrosis; if congestion is due to right heart failure', 'it is called cardiac cirrhosis.']";http://dbpedia.org/resource/Congestive_hepatopathy
Coniarthonia;['coniarthonia is a lichenized genus of fungi in the family arthoniaceae.'];http://dbpedia.org/resource/Coniarthonia
Conidiobolomycosis;['conidiobolomycosis is a fungal disease. it is caused by conidiobolus coronatus or conidiobolus incongruus.'];http://dbpedia.org/resource/Conidiobolomycosis
Coniella Fragariae;['coniella fragariae is a plant pathogen. it is known to be pathogenic on eucalypts in a number of countries', 'including brazil', 'india', 'china and australia.'];http://dbpedia.org/resource/Coniella_fragariae
Conjoined Twins;['conjoined twins are identical twins joined in utero. an extremely rare phenomenon', 'the occurrence is estimated to range from 1 in 49,000 births to 1 in 189,000 births', 'with a somewhat higher incidence in southeast asia', 'africa and brazil. approximately half are stillborn', 'and an additional one-third die within 24 hours. most live births are female', 'with a ratio of 3:1. most stillborns are male.'];http://dbpedia.org/resource/Conjoined_twins
Conjugate Gaze Palsy;['conjugate gaze palsies are neurological disorders affecting the ability to move both eyes in the same direction. these palsies can affect gaze in a horizontal', 'upward', 'or downward direction. these entities overlap with ophthalmoparesis and ophthalmoplegia.'];http://dbpedia.org/resource/Conjugate_gaze_palsy
Conjunctival Squamous Cell Carcinoma;['conjunctival squamous cell carcinoma (conjunctival scc) and corneal intraepithelial neoplasia comprise what are called ocular surface squamous cell neoplasias. scc is the most common malignancy of the conjunctiva in the us', 'with a yearly incidence of 1-2.8 per 100,000. risk factors for the disease are exposure to sun (specifically occupational)', 'exposure to uvb', 'and light-colored skin. other risk factors include radiation', 'smoking', 'hpv', 'arsenic', 'and exposure to polycyclic hydrocarbons.'];http://dbpedia.org/resource/Conjunctival_squamous_cell_carcinoma
Connective Tissue Disease;"['a connective tissue disease is any disease that has the connective tissues of the body as a target of pathology. connective tissue is any type of biological tissue with an extensive extracellular matrix that supports', 'binds together', 'and protects organs. these tissues form a framework', 'or matrix', 'for the body', ""and are composed of two major structural protein molecules: collagen and elastin. there are many different types of collagen protein in each of the body's tissues. elastin has the capability of stretching and returning to its original lengthlike a spring or rubber band. elastin is the major component of ligaments (tissues that attach bone to bone) and skin. in patients with connective tissue disease"", 'it is common for collagen and elastin to become injured by inflammation. many conne']";http://dbpedia.org/resource/Connective_tissue_disease
Connective Tissue Neoplasm;['a connective tissue neoplasm|connective tissue tumor is a neoplasm arising from the tissues of the connective tissue. (not all tumors in the connective tissue are of the connective tissue.)'];http://dbpedia.org/resource/Connective_tissue_neoplasm
Connective Tissue Nevus;"['a connective tissue nevus (also known as a ""collagenoma""', '""elastoma""', 'and ""shagreen patch"") may be present at birth or appear within the first few years', 'is elevated', 'soft to firm', 'varying from 0.5 to several centimeters in diameter', 'and may be grouped', 'linear', 'or irregularly distributed.']";http://dbpedia.org/resource/Connective_tissue_nevus
Conorenal Syndrome;['conorenal syndrome', 'also called mainzer-saldino syndrome or saldino-mainzer disease', 'is a collection of medical conditions that seem to have a common genetic cause.'];http://dbpedia.org/resource/Conorenal_syndrome
Conotremopsis;['conotremopsis is a genus of fungi within the stictidaceae family. this is a monotypic genus', 'containing the single species conotremopsis weberiana.'];http://dbpedia.org/resource/Conotremopsis
Conradi–Hünermann Syndrome;"['conradihnermann syndrome (also known as ""conradihnermannhapple syndrome""', '""happle syndrome,"" and ""x-linked dominant chondrodysplasia punctata"") is a type of chondrodysplasia punctata. it is associated with the gene ebp (gene) and affects between one in 100,000 and one in 200,000 babies.']";http://dbpedia.org/resource/Conradi–Hünermann_syndrome
Constriction Ring Syndrome;"['constriction ring syndrome (crs)', 'also known or misnamed as ""adam complex""', '""amniotic band sequence""', '""amniotic band syndrome""', '""amniotic disruption complex""', '""amniochorionic mesoblastic fibrous strings""', '""congenital amputation""', '""constriction band syndrome""', '""congenital constriction bands""', '""streeter bands""', '""tissue bands""', 'is a congenital disorder with unknown etiology. because of the unknown etiology there are many different', 'and sometimes wrong names', '(see etiology). it is a malformation due to intrauterine bands or rings that give deep grooves in', 'most commonly', 'distal extremities like fingers and toes. in rare cases the constriction ring can form around other parts of the fetus and cause amputation or even intrauterine death (see types and classification). the anatomy proximal to the']";http://dbpedia.org/resource/Constriction_ring_syndrome
Constrictive Pericarditis;"['constrictive pericarditis is a medical condition characterized by a thickened', 'fibrotic pericardium', ""limiting the heart's ability to function normally. in many cases"", 'the condition continues to be difficult to diagnose and therefore benefits from a good understanding of the underlying cause.']";http://dbpedia.org/resource/Constrictive_pericarditis
Constructional Apraxia;"['constructional apraxia is characterized by an inability or difficulty to build', 'assemble', 'or draw objects. apraxia is a neurological disorder in which people are unable to perform tasks or movements even though they understand the task', 'are willing to complete it', ""and have the physical ability to perform the movements. constructional apraxia may be caused by lesions in the parietal lobe following stroke or it may serve as an indicator for alzheimer's disease.""]";http://dbpedia.org/resource/Constructional_apraxia
Contarinia Quinquenotata;['contarinia quinquenotata is a small midge which infests the flower buds of hemerocallis species causing the flower to remain closed and rot. it is a pest within the horticultural trade in several parts of the world.it is known by the common names of daylily gall midge and hemerocallis gall midge.'];http://dbpedia.org/resource/Contarinia_quinquenotata
Contiguous Gene Syndrome;['a contiguous gene syndrome (cgs)', 'also known as a contiguous gene deletion syndrome is a clinical phenotype caused by a chromosomal abnormality', 'such as a deletion or duplication that removes several genes lying in close proximity to one another on the chromosome. the combined phenotype of the patient is a combination of what is seen when any individual has disease-causing mutations in any of the individual genes involved in the deletion. while it can be caused by deleted material on a chromosome', 'it is not', 'strictly speaking', 'the same entity as a segmental aneuploidy syndrome. a segmental aneuploidy syndrome is a subtype of cgs that regularly recur', 'usually due to non-allelic homologous recombination between low copy repeats in the region. most cgs involve the x chromosome and affect male'];http://dbpedia.org/resource/Contiguous_gene_syndrome
Contrast-Induced Nephropathy;['contrast-induced nephropathy is defined as either a greater than 25% increase of serum creatinine or an absolute increase in serum creatinine of 0.5 mg/dl after using iodine contrast agent without another clear cause for kidney injury. despite extensive speculation', 'the actual occurrence of contrast-induced nephropathy in other patient populations has not been demonstrated in the literature.'];http://dbpedia.org/resource/Contrast-induced_nephropathy
Convergence Insufficiency;['convergence insufficiency or convergence disorder is a sensory and neuromuscular anomaly of the binocular vision system', 'characterized by a reduced ability of the eyes to turn towards each other', 'or sustain convergence.'];http://dbpedia.org/resource/Convergence_insufficiency
Cooks Syndrome;['cooks syndrome is a hereditary disorder which is characterized in the hands by bilateral nail hypoplasia on the thumb', 'index finger', 'and middle finger', 'absence of fingernails (anonychia) on the ring finger and little finger', 'lengthening of the thumbs', 'and bulbousness of the fingers. in the feet', 'it is characterized by absence of toenails and absence/hypoplasia of the distal phalanges. in the second study of this disorder', 'it was found that the intermediate phalanges', 'proximal phalanges', 'and metacarpals were unaffected.'];http://dbpedia.org/resource/Cooks_syndrome
Copper Deficiency;"['copper deficiency is a very rare hematological and neurological disorder.the neurodegenerative syndrome of copper deficiency has been recognized for some time in ruminant animals', 'in which it is commonly known as ""swayback"". copper is ubiquitous', 'and daily requirement is low', 'making acquired copper deficiency very rare. copper deficiency can manifest in parallel with vitamin b12 and other nutritional deficiencies. the most common cause of copper deficiency is a remote gastrointestinal surgery', 'such as gastric bypass surgery', 'due to malabsorption of copper', 'or zinc toxicity. on the other hand', 'menkes disease is a genetic disorder of copper deficiency involving a wide variety of symptoms that is often fatal. copper is involved in normalized function of many enzymes', 'such as cytochrome c oxid']";http://dbpedia.org/resource/Copper_deficiency
Copper Toxicity;['copper toxicity', 'also called copperiedus', 'refers to the consequences of an excess of copper in the body. copperiedus can occur from eating acid foods cooked in uncoated copper cookware', 'or from exposure to excess copper in drinking water or other environmental sources.'];http://dbpedia.org/resource/Copper_toxicity
Coppinsia;['coppinsia is a genus of lichenized fungi in the family agyriaceae. this is a monotypic genus', 'containing the single species coppinsia minutissima.'];http://dbpedia.org/resource/Coppinsia
Copy-Number Variation;['copy number variation (cnvs) is a relatively new field in genomics and it is defined as a phenomenon in which sections of the genome are repeated and the number of repeats in the genome varies between individuals in the human population. copy number variation is a type of structural variation', 'specifically', 'it is a type of duplication or deletion event that affects a considerable number of base pairs. however', 'note that although modern genomics research is mostly focused on human genomes', 'copy number variations also occur in a variety of other organisms including e. coli. recent research indicates that approximately two thirds of the entire human genome is composed of repeats and 4.8-9.5% of the human genome can be classified as copy number variations. in mammals', 'copy number variations pl'];http://dbpedia.org/resource/Copy-number_variation
Cor Triatriatum;['cor triatriatum (or triatrial heart) is a congenital heart defect where the left atrium (cor triatriatum sinistrum) or right atrium (cor triatriatum dextrum) is subdivided by a thin membrane', 'resulting in three atrial chambers (hence the name). cor triatriatum represents 0.1% of all congenital cardiac malformations and may be associated with other cardiac defects in as many as 50% of cases. the membrane may be complete or may contain one or more fenestrations of varying size. cor triatrium sinistrum is more common. in this defect there is typically a proximal chamber that receives the pulmonic veins and a distal (true) chamber located more anteriorly where it empties into the mitral valve. the membrane that separates the atrium into two parts varies significantly in size and shape. it may '];http://dbpedia.org/resource/Cor_triatriatum
Corn (Medicine);['a corn (or clavus', 'plural clavi or clavuses) is a distinctively shaped callus of dead skin that usually occurs on thin or glabrous (hairless and smooth) skin surfaces', 'especially on the dorsal surface of toes or fingers. they can sometimes occur on the thicker palmar or plantar skin surfaces. corns form when the pressure point against the skin traces an elliptical or semi-elliptical path during the rubbing motion', 'the center of which is at the point of pressure', 'gradually widening. if there is constant stimulation of the tissue producing the corns', 'even after the corn is surgically removed', 'the skin may continue to grow as a corn.'];http://dbpedia.org/resource/Corn_(medicine)
Cornea Plana 1;['cornea plana 1 (cna1) is an extremely rare congenital hereditary deformity of the eye surface', 'leading to severe decrease in corneal curvature.'];http://dbpedia.org/resource/Cornea_plana_1
Cornea Plana 2;['cornea plana 2 (cna2) is an extremely rare congenital hereditary deformity of the eye surface', 'leading to severe decrease in corneal curvature. there is evidence that cornea plana 2 is caused by mutations in kera gene encoding keratocan.'];http://dbpedia.org/resource/Cornea_plana_2
Corneal Abrasion;"[""corneal abrasion is a medical condition involving the loss of the surface epithelial layer of the eye's cornea.""]";http://dbpedia.org/resource/Corneal_abrasion
Corneal Dystrophy;['corneal dystrophy is a group of rare hereditary disorders characterised by bilateral abnormal deposition of substances in the transparent front part of the eye called the cornea.'];http://dbpedia.org/resource/Corneal_dystrophy
Corneal Neovascularization;['corneal neovascularization is the excessive ingrowth of blood vessels from the limbal vascular plexus into the cornea', 'caused by deprivation of oxygen from the air.'];http://dbpedia.org/resource/Corneal_neovascularization
Corneal Ulcer;['corneal ulcer', 'or ulcerative keratitis', 'is an inflammatory or more seriously', 'infective condition of the cornea involving disruption of its epithelial layer with involvement of the corneal stroma. it is a common condition in humans particularly in the tropics and the agrarian societies. in developing countries', 'children afflicted by vitamin a deficiency are at high risk for corneal ulcer and may become blind in both eyes', 'which may persist lifelong. in ophthalmology', 'a corneal ulcer usually refers to having an infectious etiology while the term corneal abrasion refers more to physical abrasions.'];http://dbpedia.org/resource/Corneal_ulcer
Cornelia De Lange Syndrome;['cornelia de lange syndrome (cdls) is a very rare genetic disorder present from birth', 'but not always diagnosed at birth. it causes a range of physical', 'cognitive and medical challenges and affects both sexes equally. the syndrome is named after dutch pediatrician cornelia catharina de lange', 'who described it. it is often termed bushy syndrome and is also known as amsterdam dwarfism. it is a genetic disorder that can lead to severe developmental anomalies. it affects the physical and intellectual development of a child. exact incidence is unknown', 'but it is estimated at 1 in 10,000 to 30,000.'];http://dbpedia.org/resource/Cornelia_de_Lange_Syndrome
Corneodermatoosseous Syndrome;"['corneodermatosseous syndrome (also known as ""cdo syndrome"") is an autosomal dominant condition with onset in infancy', 'characterized by corneal dystrophy', 'photophobia', 'diffuse palmoplantar keratoderma', 'distal onycholysis', 'skeletal abnormalities', 'with brachydactyly', 'short stature', 'and medullary narrowing of digits.']";http://dbpedia.org/resource/Corneodermatoosseous_syndrome
Cornicularia;['cornicularia is a genus of lichenised ascomycetes in the large family parmeliaceae. it is a monotypic genus', 'with only one currently accepted species: cornicularia normoerica. this species has an erect caespitose growth form', 'and is sometimes referred to as the brittle lichen.'];http://dbpedia.org/resource/Cornicularia
Cornu Aspersum;['cornu aspersum', 'known by the common name garden snail', 'is a species of land snail. as such it is a terrestrial pulmonate gastropod mollusc in the family helicidae', 'which include the most commonly familiar land snails. of all terrestrial molluscs', 'this species may well be the most widely known. in english texts it was classified under the name helix aspersa for over two centuries', 'but the prevailing classification now places it in the genus cornu.'];http://dbpedia.org/resource/Cornu_aspersum
Coronary Artery Aneurysm;['coronary artery aneurysm is an abnormal dilatation of part of the coronary artery.'];http://dbpedia.org/resource/Coronary_artery_aneurysm
Coronary Artery Anomaly;"['coronary artery anomalies (or malformation of coronary vessels) are congenital abnormalities in the coronary anatomy of the heart. by definition', ""these abnormalities are variants of anatomy occurring in less than 1% of the general population. they are often found in combination with other congenital heart defects. many coronary anomalies don't cause symptoms and are recognized only at the time of autopsy.""]";http://dbpedia.org/resource/Coronary_artery_anomaly
Coronary Artery Bypass Surgery;"['coronary artery bypass surgery', 'also known as coronary artery bypass graft (cabg', 'pronounced ""cabbage"") surgery', 'and colloquially heart bypass or bypass surgery', 'is a surgical procedure to restore normal blood flow to an obstructed coronary artery.']";http://dbpedia.org/resource/Coronary_artery_bypass_surgery
Coronary Artery Disease;['coronary artery disease (cad)', 'also known as ischemic heart disease (ihd)', 'is a group of diseases that includes: stable angina', 'unstable angina', 'myocardial infarction', 'and sudden cardiac death. it is within the group of cardiovascular diseases of which it is the most common type. a common symptom is chest pain or discomfort which may travel into the shoulder', 'arm', 'back', 'neck', 'or jaw. occasionally it may feel like heartburn. usually symptoms occur with exercise or emotional stress', 'last less than a few minutes', 'and get better with rest. shortness of breath may also occur and sometimes no symptoms are present. the first sign is occasionally a heart attack. other complications include heart failure or an irregular heartbeat.'];http://dbpedia.org/resource/Coronary_artery_disease
Coronary Artery Dissection;['a coronary artery dissection (also known as spontaneous coronary artery dissection', 'or scad) is a rare', 'sometimes fatal traumatic condition', 'with eighty percent of cases affecting women. the coronary artery develops a tear', 'causing blood to flow between the layers which forces them apart. early studies of the disease placed mortality rates at around 70% but more recent data indicate this figure may be closer to 18%.'];http://dbpedia.org/resource/Coronary_artery_dissection
Coronary Vasospasm;"['coronary vasospasm is a sudden', ""intense vasoconstriction of an epicardial coronary artery that causes vessel occlusion or near occlusion. it can cause prinzmetal's angina. it can occur in multiple vessels. atropine has been used to treat the condition.""]";http://dbpedia.org/resource/Coronary_vasospasm
Coronoplectrum;['coronoplectrum is a genus of lichenized fungi within the parmeliaceae family. the genus is monotypic', 'containing the single species coronoplectrum namibicum', 'found in namibia.'];http://dbpedia.org/resource/Coronoplectrum
Corpus Luteum Cyst;['a corpus luteum cyst is a type of ovarian cyst which may rupture about the time of menstruation', 'and take up to three months to disappear entirely. a corpus luteum cyst rarely occurs at age 50+', 'because eggs are no longer being produced in menopausal women. corpus luteum cysts may contain blood and other fluids. the physical shape of a corpus luteum cyst may appear as an enlargement of the ovary itself', 'rather than a distinct mass -like growth on the surface of the ovary.'];http://dbpedia.org/resource/Corpus_luteum_cyst
Cortical Blindness;"[""cortical blindness is the total or partial loss of vision in a normal-appearing eye caused by damage to the brain's occipital cortex. cortical blindness can be acquired or congenital"", 'and may also be transient in certain instances. acquired cortical blindness is most often caused by loss of blood flow to the occipital cortex from either unilateral or bilateral posterior cerebral artery blockage (ischemic stroke) and by cardiac surgery. in most cases', 'the complete loss of vision is not permanent and the patient may recover some of their vision (cortical visual impairment). congenital cortical blindness is most often caused by perinatal ischemic stroke', 'encephalitis', 'and meningitis.rarely', 'a patient with acquired cortical blindness may have little or no insight that they have lost vision', 'a ']";http://dbpedia.org/resource/Cortical_blindness
Cortical Deafness;['cortical deafness is a rare form of sensorineural hearing loss caused by damage to the primary auditory cortex. cortical deafness is an auditory disorder where the patient is unable to hear sounds but has no apparent damage to the anatomy of the human ear (see auditory system)', 'which can be thought of as the combination of auditory verbal agnosia and auditory agnosia. patients with cortical deafness cannot hear any sounds', 'that is', 'they are not aware of sounds including non-speech', 'voices', 'and speech sounds. although patients appear and feel completely deaf', 'they can still exhibit some reflex responses such as turning their head towards a loud sound.'];http://dbpedia.org/resource/Cortical_deafness
Cortical Dysplasia;['focal cortical dysplasia (fcd) is a congenital abnormality of brain development where the neurons in an area of the brain failed to migrate in the proper formation in utero. focal cortical dysplasia is a common cause of intractable epilepsy in children and is a frequent cause of epilepsy in adults. there are several subtypes of fcd including type 1a', '1b', '2a', '2b', '3a', '3b', 'and 3c', 'each with distinct histopathological features. all forms of focal cortical dysplasia lead to disorganization of the normal structure of the cerebral cortex. type 1 fcd exhibits subtle alterations in cortical lamination. type 2a fcd exhibits neurons that are larger than normal that are called cytomegalic dysmorphic neurons (cdn). fcd type 2b exhibits complete loss of laminar structure', 'and the presence of cdn and enl'];http://dbpedia.org/resource/Cortical_dysplasia
Corticobasal Degeneration;"['corticobasal degeneration (cbd) or corticobasal ganglionic degeneration (cbgd) is a rare', 'progressive neurodegenerative disease involving the cerebral cortex and the basal ganglia. cbd symptoms typically begin in people from 5070 years of age', 'and the average disease duration is six years. it is characterized by marked disorders in movement and cognitive dysfunction', 'and is classified as one of the parkinson plus syndromes. clinical diagnosis is difficult', 'as symptoms of cbd are often similar to those of other disorders', ""such as parkinson's disease (pd)"", 'progressive supranuclear palsy (psp)', 'and dementia with lewy bodies (dlb).']";http://dbpedia.org/resource/Corticobasal_degeneration
Corythucha Ciliata;['corythucha ciliata', 'the sycamore lace bug', 'is a species of lace bug tingidae that is linked to sycamores in the new and old worlds. it is native to the new world.'];http://dbpedia.org/resource/Corythucha_ciliata
Coscinocladium;['coscinocladium is a genus of lichenized fungi in the family physciaceae.'];http://dbpedia.org/resource/Coscinocladium
Costello Syndrome;['costello syndrome', 'also called faciocutaneoskeletal syndrome or fcs syndrome', 'is a rare genetic disorder that affects many parts of the body. it is characterized by delayed development and delayed mental progression', 'distinctive facial features', 'unusually flexible joints', 'and loose folds of extra skin', 'especially on the hands and feet. heart abnormalities are common', 'including a very fast heartbeat (tachycardia)', 'structural heart defects', 'and overgrowth of the heart muscle (hypertrophic cardiomyopathy). infants with costello syndrome may be large at birth', 'but grow more slowly than other children and have difficulty feeding. later in life', 'people with this condition have relatively short stature and many have reduced levels of growth hormones. it is a rasopathy.'];http://dbpedia.org/resource/Costello_syndrome
Cotoneaster Dammeri;['cotoneaster dammeri', 'the bearberry cotoneaster', 'is a species of flowering plant in the genus cotoneaster', 'belonging to the rosaceae family', 'native to central and southern china (gansu', 'guizhou', 'hubei', 'sichuan', 'tibet and yunnan) and naturalized in europe.'];http://dbpedia.org/resource/Cotoneaster_dammeri
Cotoneaster Integerrimus;"['cotoneaster integerrimus (common cotoneaster) is a species of cotoneaster native to central and eastern europe and southwest asia', 'from southern belgium and eastern france south to italy', 'and east through germany to the balkans', 'northern turkey', 'the crimea', 'the caucasus and northern iran; plants in spain may also belong in this species. in the past', 'it was treated in a wider sense', 'including plants from wales now split off as cotoneaster cambricus and plants from scandinavia now treated as cotoneaster scandinavicus', 'but differs from these in genetic profile and detail of foliage and fruit.']";http://dbpedia.org/resource/Cotoneaster_integerrimus
Cotoneaster Scandinavicus;['cotoneaster scandinavicus (scandinavian cotoneaster) is a species of cotoneaster native to scandinavia', 'in norway', 'sweden and finland south of the arctic circle', 'the danish island of bornholm', 'and also the baltic states of estonia and latvia.'];http://dbpedia.org/resource/Cotoneaster_scandinavicus
Couvelaire Uterus;['couvelaire uterus (also known as uteroplacental apoplexy) is a life-threatening condition in which loosening of the placenta (abruptio placentae) causes bleeding that penetrates into the uterine myometrium forcing its way into the peritoneal cavity.'];http://dbpedia.org/resource/Couvelaire_uterus
Cowden Syndrome;"['cowden syndrome (also known as ""cowden\'s disease,"" and ""multiple hamartoma syndrome"") is a rare autosomal dominant inherited disorder characterized by multiple non-cancerous tumor-like growths called hamartomas', 'which typically are found in the skin', 'mucous membranes (mouth', 'nasal membranes', 'gi tract)', 'thyroid gland', 'and breast tissue. while the hamartomas are benign', 'people with cowden syndrome are at increased risk of certain forms of cancer', 'including breast', 'thyroid', 'uterus (endometrial)', 'and kidney cancers.']";http://dbpedia.org/resource/Cowden_syndrome
Coxa Valga;['coxa valga is a deformity of the hip where the angle formed between the head and neck of the femur and its shaft is increased', 'usually above 135 degrees. it is caused by a slipped epiphysis of the femoral head. the differential diagnosis includes neuromuscular disorders (i.e. cerebral palsy', 'spinal dysraphism', 'poliomyelitis)', 'skeletal dysplasias', 'and juvenile idiopathic arthritis.'];http://dbpedia.org/resource/Coxa_valga
Coxa Vara;"['coxa vara is a deformity of the hip', 'whereby the angle between the head and the shaft of the femur is reduced to less than 120 degrees. this results in the leg being shortened', 'and the development of a limp. it is commonly caused by injury', 'such as a fracture. it can also occur when the bone tissue in the neck of the femur is softer than normal', ""causing it to bend under the weight of the body. this may either be congenital or the result of a bone disorder. the most common cause of coxa vara is either congenital or developmental. other common causes include metabolic bone diseases (e.g. paget's disease of bone)"", 'post perthes deformity', 'osteomyelitis', ""and post traumatic (due to improper healing of a fracture between the greater and lesser trochanter). shepherd's crook deformity is a severe f""]";http://dbpedia.org/resource/Coxa_vara
Cracked Tooth Syndrome;['cracked tooth syndrome (abbreviated to cts', 'and also termed cracked cusp syndrome', 'split tooth syndrome', 'or incomplete fracture of posterior teeth)', 'is where a tooth has incompletely cracked but no part of the tooth has yet broken off. sometimes it is described as a greenstick fracture. the symptoms are very variable', 'making it a notoriously difficult condition to diagnose.'];http://dbpedia.org/resource/Cracked_tooth_syndrome
Crackles;"['crackles', 'crepitations', 'or rales (/rlz/ rahlz or /rlz/ ralz) are the clicking', 'rattling', 'or crackling noises that may be made by one or both lungs of a human with a respiratory disease during inhalation. they are often heard only with a stethoscope (""on auscultation""). bilateral crackles refers to the presence of crackles in both lungs. crackles are caused by the ""popping open"" of small airways and alveoli collapsed by fluid', 'exudate', 'or lack of aeration during expiration. the word ""rales"" derives from the french word rle meaning ""rattle"".']";http://dbpedia.org/resource/Crackles
Cranial Nerve Disease;['cranial nerve disease is an impaired functioning of one of the twelve cranial nerves. although it could theoretically be considered a mononeuropathy', 'it is not considered as such under mesh. it is possible for a disorder of more than one cranial nerve to occur at the same time', 'if a trauma occurs at a location where many cranial nerves run together', 'such as the jugular fossa. a brainstem lesion could also cause impaired functioning of multiple cranial nerves', 'but this condition would likely also be accompanied by distal motor impairment.'];http://dbpedia.org/resource/Cranial_nerve_disease
Cranio–Lenticulo–Sutural Dysplasia;['craniolenticulosutural dysplasia (clsd', 'or boyadjiev-jabs syndrome) is a neonatal/infancy disease caused by a disorder in the 14th chromosome. it is an autosomal recessive disorder', 'meaning that both recessive genes must be inherited from each parent in order for the disease to manifest itself. the disease causes a significant dilation of the endoplasmic reticulum in fibroblasts of the host with clsd. due to the distension of the endoplasmic reticulum', 'export of proteins (such as collagen) from the cell is disrupted.'];http://dbpedia.org/resource/Cranio–lenticulo–sutural_dysplasia
